sentence,label
Hope your day went well,1
in the existing code,0
u ahve to be ovulated in order to get pregnant,1
yes give me about 2mins to log offf k,1
you can reply to the chairs,0
spread this over the top of it,1
oh no your too young for me little boy,0
yeha u mentioned that,1
go with me on a trip,1
did you go shopping today,1
i stopped off to buy 2 butterfingers tonite,1
i was hoping to get to talk to you,1
didnt know you were only 13 but its ok,1
we dont like problimes ok baby,1
she didnt say anything bout oral sex or anything,1
it aint all that fun girl,1
i have to get off in a minute baby,1
is it a dude friend or a chickita friend,1
i have been thinking of you,1
you can suck me off while I play with her,1
yes what r u talk about,1
anything planned for this afternoon beside watching your sis,1
of course it would,1
whats the weather like in indiana right now,0
couldnt get the phone cam going quick enough,0
we use that to encapsulate stuff that we register as metatypes,0
so it kinda sucks,0
sorry my comp froze i had to restart,1
Oh yea my bad lol,0
no u cna play stoke the pussy u got on eof theose lol,1
u didnt come back on last night,1
i have family thier and like the river,1
but yes it would make me happy,1
NWA are from la,0
and it would make it easier for foreigners to buy a copy that supports their own native language while in a foreign country,0
how great to find u,1
hahaha dont have one,0
boy am i out of the loop lol,1
but i wuv you baby,1
yea i bet you have a good time too,1
is what i am saying,1
and like nicki minaj,0
i went with him to three different places searching for a new back window and a,1
dunno if you could get away with doing that with purely Javascript APIs or not,0
do you not like fish,1
coz i can talk to ppl,0
same here good hear,1
Thank you for clearing that up,0
im chilln in this water,1
so whats my sexy baby wearing today,1
wat ya gonna get,1
lol i perfer strip poker lol,1
have a good night,0
cool make sure u let me know k,1
I coach football ya know,1
sorry to bore u,1
you are now talking to me,0
thought of u all day,1
so ur pops still awake i guess,1
lol well its not bushy at all is it,1
and it will change some of those bitchy people,1
she was ur mom,0
when do u wan tme to come,1
i should be online,1
u live in gr right,1
my dick is hard,1
anything changed about this weekend,1
how was your day,0
it won european cup,0
good im ready to pop your cherry then,1
listening to The Strokes,1
cause that might hv to be when i cn come down,1
cause dont have a gf to cuddle up with and put my arms around and fall asleep with,1
ill buy u some,1
what time u wanta come over,0
okay garage make noise tho so better ot leave open but i can close if u really wan t it close,0
i have told you about a place in Ferndale called affirmations,1
you ever drink beer or hard alcohol,1
I love your vooice,1
just because of the down sizing with the sale,0
i am suppose to be in at 5am but i dont make it until about 530 then i work until 330 or 430,1
i visualise u walking to meet me and seeign how beuatiful and sexy u r,1
im glad to hear that,1
because i love you,1
but it is still a long run process,0
sorry doing some online banking also,1
what are you gonna do,1
so like how old r u,0
sometime i have a girl ride with me,1
all they could hav said was no but then they might hv given u some,1
that API is dumbass,0
Depends upon the itemprop,0
if he thinks that sp3 is out,0
I think it used to do something,0
u will be expericeuing thigns at 13 thta some women don till they r married so it is a very big step for u,1
NO I WNAT U TO MAKE THAT DECISION,1
my mom started talking to me,1
think you can handel that,1
you are a double gay basher,0
oh no thats fine,1
am not gonna do nothing unless you want me to come and see you,1
it might be someone that is bad,1
what time does she get home usually,1
what r u looking for sarah,0
im australia 19 f,0
especailly the white parts those r the fun ones to play wiht lol,1
need a dirty cock,0
have u been think about me,1
gruber said he would send in his feedback,0
my name is osmar,0
with my cock hard,1
i will go to bed now sorry i disturb u,1
do you want to know how to masturbate,1
i wanna see u,0
maybe catch a little football and or wrestling here and there,1
bye for now beautiful,1
anytime an di sure do enjoy the dreams i hv abt u lol,1
putting more videos on page,1
im ex military i was an aircraft mechanic,1
do u have any pics of you in some,1
am so excied meeting u,1
like a strip mall,1
aaww baby i did too its been crazy this week had to fire some one at work today,1
I pushed the goddamn stop button trying to close a tab in IE7,0
went tl a play in nw york,1
I miss some formatting stuff though,0
ya i have a big cock waiting t be hoped on,0
i honestly think my parents cared more about them then the cops did,0
nothing just to make you happi,0
i will buy you stuff,1
you like riding your bike now,1
what did she do,1
so you need to find out the name of the place,1
and only think i did in the cups is adding a printer with ip,0
and really sucks we cant hang,1
assert_exists is basically assert_own_property,0
those r very good,1
yeah but i dont worry about it when shes ready to talk we will until then im bored and alone with nothing to do,1
i wanna hear you talk dirty with me,1
i love you too,1
i appreciate it alot,0
i will leave my pc on,1
yes but laptops have always SODIM,0
its due tomorrow too,1
oh well u just have to wait,1
I want to kiss your lips,1
unless you want sooner,1
ill bring the ky stuff,1
u deserve to be my love,1
what will you be wearing,1
ur so cute river,1
gerbils that keep spawning as the process takes longer,0
so when i getta see a nakey pic of u,1
how is ur day,0
so you can add me if you want to,1
i see that you missed my message to you didnt you,1
hoping to hear from you soon,1
but it wouldnt be till the first of oct,1
u send me ur id link,0
im all ummm excited over you,1
you think you can take the drive,1
or wrong address or broken network card,0
or just stop talking,0
Imm getting so turned on talking about this,0
oh here is so cold,0
i been thinking about it all day,1
ohhh i also have casino,1
and if u feel that way i should just not worry bout it,1
i wont itll be nude pics,0
its not cyber if its with ur bf,1
you like them to kiss you,1
thanks u too my love,1
uknow wut im talkin bout,1
they are so obvious haha,0
just a horny guy,1
i learned alot of karate in school,1
and yer i have,0
he could not shake the feeling that the other was dangerous,0
and i miss talking to you,1
zhao zhongguo meinv liaotian,0
yes your getting there fast,1
yes u can baby anything,1
well i am just hoping to have u,1
dunno where that is,1
going back to XHTMLite,0
u dont have to cyber,1
yea im real tired,1
t shirt and jean,1
no i dont actually,0
im kinda honry now,1
yeah but manager wants us to walk outsid eof our posts for 2 hours,1
i cant wait to just lay in bed with you and watch a movie and eat mnm with u,1
awww me too love,1
better then working like i was,1
i just got a call from work am gonna have to go in,1
I wanna lick ya,1
ur in 9th grade right,1
No im home baby,1
dont worry you will see sat it e something nice,1
what would you do if you got me naked,1
high scvhool and college down there,1
later i will buy a card and then tomorrow we can chat,1
but dont worry i wont,1
nooo cause i dont do stuff like that,0
and how good u will be,1
i like the other pic,1
i cant get my extremely simple ping pong SharedWorker code working,0
u want me too huh,1
which ever you think you look the hottest in,1
yeah but id rather have u instead,1
u have stocking or anything,1
I could get thrown in jail,1
what did u do leave agian,1
you are open and willing to experience and learn,1
cause i could shave if u wanted,1
not sure how to cheer u up,1
u to so r ur clothes tight,1
sweet we can do all kinds when i come see you,1
sorry i left to goto tthe secretary of state to try and get a new id,1
been following it for 20 years,0
i want to hear what you want,1
how will i see u this weekend,1
and every night would be awesome to be wiht u,1
have u met any guys,1
17 m wants to roleplay with f,0
you need accurate ratings for this shit,0
they said show me your cock so i did,1
nice to meet you,0
I could come up sat baby,1
u dont wanna see me,1
I am at the end,1
because DOM properties often have getters and DOM attributes do not,0
my name is taylor,0
be patient with the aiming,0
wan me go over,1
so u look hot then,1
did u see my pics,1
I love your pic,1
but ill have to make sure i get the money and ok ttyt,1
u mad at me,1
WHO SEEMS TO HAVE A TRUNK,0
I like that line about not being able to _see_ shades of gray,0
so how often dose your dad come around,1
Yea we will figure somethin out it has to happen lol,1
taking a stupid test for worl,1
i got caught rubbing my penis in the library computer lab while looking at nude pics on the net,1
yea it was fun but not as much as it could of been,1
